1.037401226769295874e+02,3.929103402423995695e-01
1.191012850501255116e+02,3.043655446157229605e-01
1.988868345642327711e+02,7.967764835768202936e-01
1.034248894469360636e+02,4.738820818394867684e-01
2.266402461686145386e+02,8.637155295137117772e-01
1.069279823427730634e+02,3.659480973241557855e-01
1.111959172301920518e+02,5.298864596120917980e-01
2.214835701963329484e+02,8.514654988836419802e-01
1.056320862434674126e+02,4.948892367054086305e-01
1.876322064870151394e+02,1.016531349308794907e-01
1.018881485917061127e+02,4.260815969430219452e-01
1.683283298136533972e+02,7.188970085398447285e-01
1.018725802290673101e+02,4.435074133105904037e-01
1.164917735396656298e+02,3.153478761385614115e-01
1.376606657126574476e+02,2.390930937612389673e-01
1.186725245039840786e+02,3.061220765700183866e-01
1.403722311384812258e+02,2.306661931862309389e-01
1.782015802050127320e+02,7.447254200726506346e-01
1.603120648681746729e+02,6.972801643672664751e-01
1.024773308560167493e+02,4.601502086977748984e-01
1.054277098284607206e+02,3.771557760207487897e-01
1.037726220738606315e+02,4.778494713807915906e-01
1.368527552521314306e+02,2.416419303290709419e-01
1.842725320836876790e+02,7.602550554956660767e-01
1.557415468402673469e+02,6.846332661896741278e-01
1.022321621137307091e+02,4.551432716524933531e-01
1.935186502529326447e+02,7.834872052040070534e-01
1.318128898564639826e+02,6.124076031794964958e-01
1.528963918421386268e+02,1.937825364811249784e-01
1.073117565102160711e+02,3.633388998235095313e-01
1.911849108484777560e+02,7.776665853894385583e-01
1.536797108127138074e+02,6.788388613932762050e-01
1.426518186351091799e+02,6.466831709309323051e-01
2.326485009968868098e+02,8.779002829769652072e-01
2.002631913210666426e+02,8.001627561963805535e-01
2.058872286894125239e+02,8.139178141316095738e-01
2.396474776688749841e+02,8.943154128910725253e-01
1.816883312451562915e+02,1.167304164300776298e-01
1.503441874469744732e+02,6.693335627881796812e-01
1.909270404444960718e+02,7.770217231133129676e-01
1.209062201271651134e+02,5.732535313302499214e-01
1.241598770937909819e+02,2.847727429284088174e-01
1.241927145200017009e+02,5.857528420247164469e-01
1.488012509840902737e+02,2.055272948457353144e-01
1.727842597735441927e+02,7.306503534325748950e-01
1.224422681069317207e+02,5.791887540330354911e-01
1.194964935429699153e+02,3.027615945269406250e-01
2.282479280422579677e+02,8.675200329367016572e-01
1.051160385463357301e+02,4.906594157626692487e-01
1.065481903742030028e+02,3.686210700843153276e-01
1.059942179371617073e+02,4.976981362883989846e-01
1.167300673835383833e+02,5.560901772068999049e-01
1.446380447397581008e+02,6.526409459005788616e-01
1.597765170619143191e+02,1.745927941090007762e-01
1.691185653196492922e+02,1.494102768032398443e-01
1.018184407224906209e+02,4.396284743803436923e-01
1.561465738299814916e+02,6.857647009609189048e-01
1.232005070591014970e+02,2.883475791762135643e-01
1.040197220804119240e+02,3.899391569882340036e-01
1.396148405937984478e+02,6.374032188578626634e-01
1.321408755874751364e+02,2.569060720743785997e-01
1.048699314513953738e+02,4.885320218512890778e-01
1.095807780491314816e+02,3.493636924714692005e-01
2.011836985707714405e+02,8.024229613016374829e-01
1.077147556879695003e+02,3.606877585484191684e-01
2.398358353674742034e+02,8.947556737815317573e-01
1.312795293514937498e+02,6.106255422068274097e-01
1.456762051653878416e+02,2.146814565015869869e-01
1.233104145126193174e+02,2.879350566604663708e-01
2.003644780592184986e+02,8.004116308861254359e-01
1.274668118771317040e+02,5.975456875040525695e-01
1.319663352299592702e+02,6.129183117485611509e-01
1.706165656387829301e+02,7.249538769866507026e-01
1.397341193674430713e+02,6.377718671952731233e-01
1.584838787890558081e+02,1.781517823896555663e-01
1.677608896209542877e+02,7.173877584644637873e-01
1.148177068886974723e+02,3.228147250217938691e-01
1.371102510423955891e+02,6.295766692584827684e-01
1.781164636419913734e+02,1.258983022729645573e-01
1.140566345560578156e+02,3.263404866021047956e-01
1.604710825510524899e+02,6.977156230512744362e-01
1.138207667335058630e+02,3.274517029284831904e-01
1.020553904587603569e+02,4.198421508322823792e-01
1.785724234446574883e+02,1.247231668670128468e-01
1.054003874634902331e+02,4.930258352802925348e-01
1.629825223543880668e+02,7.045554192949345929e-01
1.191533660806564683e+02,5.662508864036713829e-01
1.409212479920936687e+02,6.414217823850383304e-01
1.433019623530846616e+02,6.486425021404510494e-01
1.390047760944004551e+02,2.348921519229771049e-01
1.115608112186010743e+02,3.386146992827422375e-01
1.021945241063929473e+02,4.542597348382901856e-01
1.032918379089211669e+02,4.722557151958347577e-01
1.338449125984276691e+02,6.191022577266680482e-01
1.321567422549501316e+02,2.568534152815806770e-01
1.076859047956030935e+02,3.608747375342303831e-01
1.644913321816624716e+02,7.086319999062035135e-01
1.419608152239900676e+02,2.258137299379618657e-01
1.499562034442371043e+02,6.682166264792361865e-01
1.283967377087014086e+02,6.007949025411791766e-01
